,No.,Player,PronounsMere Info  PronounsInterested in learning more about pronouns? Click here.,Position,Year,Height,Points,Assists,Ds,Turns,team_name,level,gender,division
20,69,Ethan Rogers,,Mid,,,2.0,,2.0,1.0,California-Santa Cruz,Division 1,Men,Division 1 Men
21,72,Sam Jo,,,College (JR),"5'7""",2.0,,1.0,1.0,California-Santa Cruz,Division 1,Men,Division 1 Men
22,74,Nirel Barthelom,H,,,,1.0,,,5.0,California-Santa Cruz,Division 1,Men,Division 1 Men
23,75,Bodie Shargel,H/T,Mid,Elementary School (K),"10'11""",4.0,,1.0,2.0,California-Santa Cruz,Division 1,Men,Division 1 Men
24,77,Mario Ambrose,,Mid,College (SO),"5'10""",,9.0,1.0,2.0,California-Santa Cruz,Division 1,Men,Division 1 Men
25,88,Devin Acuna,,Mid,College (JR),"6'2""",1.0,,1.0,,California-Santa Cruz,Division 1,Men,Division 1 Men
26,92,Seamus Shogren,,,,,8.0,2.0,3.0,3.0,California-Santa Cruz,Division 1,Men,Division 1 Men
0,0,Tobias Brooks,H,Handler,High School (11th Grade),"6'0""",9.0,19.0,,11.0,Colorado,Division 1,Men,Division 1 Men
1,1,Zeke Thoreson,,,,,13.0,4.0,5.0,2.0,Colorado,Division 1,Men,Division 1 Men
2,2,Curtis Pakgross,H,,High School (11th Grade),"5'10""",1.0,,1.0,,Colorado,Division 1,Men,Division 1 Men
3,3,Thomas Tasker,,,,,2.0,2.0,,2.0,Colorado,Division 1,Men,Division 1 Men
4,4,Finn Dougherty,H,,,,5.0,1.0,1.0,3.0,Colorado,Division 1,Men,Division 1 Men
5,5,Daniel Bauman,,,,,3.0,1.0,3.0,,Colorado,Division 1,Men,Division 1 Men
6,6,Axel Hartzog,,,,,1.0,1.0,1.0,1.0,Colorado,Division 1,Men,Division 1 Men
7,7,Gaurav Prasad,,,,,3.0,,1.0,2.0,Colorado,Division 1,Men,Division 1 Men
8,8,Levi Tapper,,Dump,Elementary School (3rd grade),"6'9""",6.0,4.0,2.0,6.0,Colorado,Division 1,Men,Division 1 Men
9,9,Rami Rifaat,,Cutter,High School (12th Grade),"5'8""",1.0,,1.0,,Colorado,Division 1,Men,Division 1 Men
10,10,Alex Yu,,,,,3.0,1.0,,,Colorado,Division 1,Men,Division 1 Men
11,11,Ezra Thoreson,,,,,,1.0,2.0,,Colorado,Division 1,Men,Division 1 Men
12,12,Benton Shevlin,,,,,5.0,1.0,1.0,1.0,Colorado,Division 1,Men,Division 1 Men
13,13,Daniel Williams,,,,,,3.0,1.0,7.0,Colorado,Division 1,Men,Division 1 Men
14,14,Sam Kilgore,,,,"6'2""",6.0,,2.0,,Colorado,Division 1,Men,Division 1 Men
15,15,Geoffrey Tucker Kalmus,,,,,4.0,17.0,1.0,7.0,Colorado,Division 1,Men,Division 1 Men
16,20,Will Barnouw,,,College (SO),"6'0""",,4.0,2.0,2.0,Colorado,Division 1,Men,Division 1 Men
17,21,Zackary Bacon,,Defense (Cutter/Handler),Middle School (7th Grade),"6'1""",,,1.0,1.0,Colorado,Division 1,Men,Division 1 Men
18,22,Nicholas Kleinhelter,H,Handler,College (FR),"5'11""",,2.0,,3.0,Colorado,Division 1,Men,Division 1 Men
19,23,Elliot Hawkins,,,,,3.0,8.0,1.0,6.0,Colorado,Division 1,Men,Division 1 Men
20,26,Omar Semrin,,,Elementary School (5th grade),"2'2""",1.0,,,,Colorado,Division 1,Men,Division 1 Men
21,27,Lukas Alexander,,,,,,1.0,,1.0,Colorado,Division 1,Men,Division 1 Men
22,34,Ethan Burgess,,,High School (11th Grade),"6'1""",1.0,2.0,1.0,2.0,Colorado,Division 1,Men,Division 1 Men
23,42,Ryan Allenson,H,,,,2.0,,1.0,1.0,Colorado,Division 1,Men,Division 1 Men
24,46,Nanda Min-Fink,,Handler/Cutter,College (FR),"6'0""",12.0,11.0,,5.0,Colorado,Division 1,Men,Division 1 Men
25,58,John Baggenstoss,,Handler,High School (10th Grade),"5'9""",,1.0,,1.0,Colorado,Division 1,Men,Division 1 Men
26,66,Ryan Shigley,H,,,"6'4""",16.0,11.0,3.0,5.0,Colorado,Division 1,Men,Division 1 Men
27,72,Max Van Sickle,,,,,3.0,2.0,,3.0,Colorado,Division 1,Men,Division 1 Men
28,89,Juan Castillero,,,,,,,1.0,3.0,Colorado,Division 1,Men,Division 1 Men
29,91,Joe Michaud,,,,,,3.0,,1.0,Colorado,Division 1,Men,Division 1 Men
0,0,Joseph Thachet,,,,,,1.0,,2.0,Cal Poly-SLO,Division 1,Men,Division 1 Men
1,4,Marley Sussman,,,,,,1.0,,1.0,Cal Poly-SLO,Division 1,Men,Division 1 Men
2,5,Alex Yannelli,H,,College (FR),"5'9""",4.0,3.0,,5.0,Cal Poly-SLO,Division 1,Men,Division 1 Men
3,6,Keaton Orser,H,Mid,Elementary School (1st grade),"4'10""",9.0,8.0,,1.0,Cal Poly-SLO,Division 1,Men,Division 1 Men
4,7,James Whealan,,,,,6.0,4.0,2.0,2.0,Cal Poly-SLO,Division 1,Men,Division 1 Men
5,8,Max Gade,H,Dump,College (SO),"3'11""",4.0,,4.0,1.0,Cal Poly-SLO,Division 1,Men,Division 1 Men
6,9,Dodger Middlebrook,H,Cutter,College (SR),"5'10""",5.0,1.0,1.0,2.0,Cal Poly-SLO,Division 1,Men,Division 1 Men
7,10,Cody Leveau,,,,,,,3.0,2.0,Cal Poly-SLO,Division 1,Men,Division 1 Men
8,11,Ari Pincus,H,,Elementary School (4th grade),"10'11""",1.0,2.0,1.0,1.0,Cal Poly-SLO,Division 1,Men,Division 1 Men
9,12,Martin Doherty,,,,,1.0,2.0,,,Cal Poly-SLO,Division 1,Men,Division 1 Men
10,14,Rafael Castillo,H,,,,,1.0,,4.0,Cal Poly-SLO,Division 1,Men,Division 1 Men
11,15,Anton Orme,,Handler/Cutter,College (FR),"5'11""",10.0,22.0,,9.0,Cal Poly-SLO,Division 1,Men,Division 1 Men
12,16,Dakota Chou,,,,,1.0,,,1.0,Cal Poly-SLO,Division 1,Men,Division 1 Men
13,17,Nico Laurenson,,,,,,,2.0,,Cal Poly-SLO,Division 1,Men,Division 1 Men
14,22,Ian Spick,,,,,2.0,,,1.0,Cal Poly-SLO,Division 1,Men,Division 1 Men
15,24,Jamieson Rear,H,Handler/Cutter,College (FR),"6'1""",2.0,2.0,3.0,,Cal Poly-SLO,Division 1,Men,Division 1 Men
16,25,Hayden King,,,,,1.0,6.0,,8.0,Cal Poly-SLO,Division 1,Men,Division 1 Men
17,26,Benson Cady,,,,,,,,,Cal Poly-SLO,Division 1,Men,Division 1 Men
18,27,Wyatt Colburn,H,,,,1.0,,1.0,,Cal Poly-SLO,Division 1,Men,Division 1 Men
19,30,Oliver Faase,,,,,7.0,1.0,2.0,,Cal Poly-SLO,Division 1,Men,Division 1 Men
20,32,Kole Ketner,,,,,2.0,,1.0,,Cal Poly-SLO,Division 1,Men,Division 1 Men
21,34,Owen Gresko,,,College (FR),"6'4""",4.0,,3.0,,Cal Poly-SLO,Division 1,Men,Division 1 Men
22,36,Malachi Merriam,H,Handler,High School (10th Grade),"6'0""",1.0,2.0,,,Cal Poly-SLO,Division 1,Men,Division 1 Men
23,45,Alex Nelson,,Dump,,,17.0,9.0,1.0,1.0,Cal Poly-SLO,Division 1,Men,Division 1 Men
24,50,Kyle Lew,,,,,3.0,20.0,2.0,6.0,Cal Poly-SLO,Division 1,Men,Division 1 Men
25,64,Micah Fong,,Mid,,"3'5""",3.0,,1.0,,Cal Poly-SLO,Division 1,Men,Division 1 Men
26,72,Ian Ang,,,,,1.0,,1.0,1.0,Cal Poly-SLO,Division 1,Men,Division 1 Men
0,0,Filip Icev,,,,,2.0,1.0,,1.0,Michigan,Division 1,Men,Division 1 Men
1,2,Enzhuo Yu,,,,,1.0,,2.0,,Michigan,Division 1,Men,Division 1 Men
2,3,Jose Dasilva,H,Cutter,College (JR),"5'10""",5.0,,,2.0,Michigan,Division 1,Men,Division 1 Men
3,4,Adam Wang,,,,,,,1.0,1.0,Michigan,Division 1,Men,Division 1 Men
4,5,Trent Moon,,,,,,1.0,,2.0,Michigan,Division 1,Men,Division 1 Men
5,6,Andrew Kim,,Defense (Cutter),College (GR),"5'7""",1.0,,1.0,6.0,Michigan,Division 1,Men,Division 1 Men
6,8,Nicholas Alfonso,,Dump,Elementary School (3rd grade),"10'3""",2.0,4.0,1.0,5.0,Michigan,Division 1,Men,Division 1 Men
7,9,Jack Davis,,,,,10.0,1.0,1.0,,Michigan,Division 1,Men,Division 1 Men
8,10,Xavier Silva,,,,,,,1.0,1.0,Michigan,Division 1,Men,Division 1 Men
9,11,Josh Solomon,,,,,7.0,2.0,,4.0,Michigan,Division 1,Men,Division 1 Men
10,12,Emmet Payette,,,,,2.0,,2.0,4.0,Michigan,Division 1,Men,Division 1 Men
11,13,Lincoln Boyd,H,,Middle School (8th Grade),"5'3""",1.0,2.0,,5.0,Michigan,Division 1,Men,Division 1 Men
12,14,Aaron Bartlett,H,Mid,College (SO),"6'1""",3.0,25.0,4.0,8.0,Michigan,Division 1,Men,Division 1 Men
13,19,Aidan Hale,,Cutter,College (FR),"6'0""",1.0,,,5.0,Michigan,Division 1,Men,Division 1 Men
14,21,Austin Ngan,,,,,,2.0,,6.0,Michigan,Division 1,Men,Division 1 Men
15,23,Gabriel Dowd,H,,,"5'9""",3.0,1.0,1.0,3.0,Michigan,Division 1,Men,Division 1 Men
16,24,Charlie Rosenfeld,H,,,,,,1.0,1.0,Michigan,Division 1,Men,Division 1 Men
17,25,Andrew Armstrong,,,,,,1.0,,1.0,Michigan,Division 1,Men,Division 1 Men
18,27,David Braden,,Cutter,High School (12th Grade),"5'11""",2.0,3.0,1.0,3.0,Michigan,Division 1,Men,Division 1 Men
19,28,Gabriel Scheck,,,College (SR),"5'10""",,,,,Michigan,Division 1,Men,Division 1 Men
20,29,Samuel Teppo,,,,,2.0,2.0,1.0,1.0,Michigan,Division 1,Men,Division 1 Men
21,33,James Hill,,Dump,,"6'4""",9.0,4.0,3.0,6.0,Michigan,Division 1,Men,Division 1 Men
22,36,Charlie Huang,,,,,,,1.0,1.0,Michigan,Division 1,Men,Division 1 Men
23,37,Julius Cohen,H,,,,2.0,,1.0,2.0,Michigan,Division 1,Men,Division 1 Men
24,55,Joshua Wang,,Handler,College (SO),"5'5""",,2.0,3.0,2.0,Michigan,Division 1,Men,Division 1 Men
25,77,Ryan Barrett,,,,,,,,2.0,Michigan,Division 1,Men,Division 1 Men
26,88,Mekhi PhillipsRincher,,,,,,,,,Michigan,Division 1,Men,Division 1 Men
27,89,Stanley Jian,,,,,,,,,Michigan,Division 1,Men,Division 1 Men
28,92,Tobey Chang,,,College (FR),"5'10""",,2.0,2.0,2.0,Michigan,Division 1,Men,Division 1 Men
29,99,Daniel Marlin,,,,,,,,,Michigan,Division 1,Men,Division 1 Men
0,3,Kainoa Hottendorf,,,,,,2.0,,1.0,California,Division 1,Men,Division 1 Men
1,5,Robert McCabe,,,,,5.0,2.0,1.0,7.0,California,Division 1,Men,Division 1 Men
2,8,Jack Dinsmore,,Handler/Cutter,College (JR),"6'0""",15.0,2.0,1.0,7.0,California,Division 1,Men,Division 1 Men
3,9,Dylan Pearson,,,,,1.0,1.0,,,California,Division 1,Men,Division 1 Men
4,11,Bernard Wang,H,,,,5.0,2.0,1.0,4.0,California,Division 1,Men,Division 1 Men
5,14,Dexter Clyburn,H,Dump,,,6.0,31.0,7.0,6.0,California,Division 1,Men,Division 1 Men
6,16,Jonah Gensler,H,,,,1.0,,,,California,Division 1,Men,Division 1 Men
7,17,Lukas Tien,,,,,,2.0,2.0,2.0,California,Division 1,Men,Division 1 Men
8,18,Nathan Levy,H,Handler,College (SO),"6'1""",,,1.0,1.0,California,Division 1,Men,Division 1 Men
9,21,Ridge Huang,,Deep,,"10'0""",,,,,California,Division 1,Men,Division 1 Men
10,23,Kyle Riley,,,,,1.0,1.0,,2.0,California,Division 1,Men,Division 1 Men
11,24,Carter Lankford,,,,,12.0,5.0,6.0,4.0,California,Division 1,Men,Division 1 Men
12,25,Cameron Taleghani,,,,,1.0,,,2.0,California,Division 1,Men,Division 1 Men
13,26,Aditya Vunnum,H,,,,2.0,6.0,,8.0,California,Division 1,Men,Division 1 Men
14,27,Mitchell Gibson,,,,,3.0,1.0,2.0,2.0,California,Division 1,Men,Division 1 Men
15,28,Nolan Emis,,,,,3.0,,1.0,,California,Division 1,Men,Division 1 Men
16,32,Anish Shrestha,H,,,,,2.0,1.0,5.0,California,Division 1,Men,Division 1 Men
17,35,Brayden Ye,H,,,,,,1.0,1.0,California,Division 1,Men,Division 1 Men
18,41,Declan Bernal,,,College (SR),"5'10""",6.0,4.0,,2.0,California,Division 1,Men,Division 1 Men
19,42,Raymond Li,,Dump,Elementary School (K),,1.0,,1.0,1.0,California,Division 1,Men,Division 1 Men
20,81,Drew Vetteth,,Mid,Elementary School (K),,5.0,5.0,2.0,12.0,California,Division 1,Men,Division 1 Men
21,87,Matthew Yang,,,,,1.0,,1.0,3.0,California,Division 1,Men,Division 1 Men
22,97,Eric Johnson,,Handler,Middle School (7th Grade),"5'8""",,1.0,,2.0,California,Division 1,Men,Division 1 Men
0,0,Joshua Jang,,,College (FR),"5'11""",3.0,,2.0,,British Columbia,Division 1,Men,Division 1 Men
1,1,Shahaan Oshidary,,Defense (Cutter),,,,,1.0,1.0,British Columbia,Division 1,Men,Division 1 Men
2,4,Ryan Chen,,Cutter,,,,,,,British Columbia,Division 1,Men,Division 1 Men
3,5,James Lehmann,,,,,6.0,1.0,1.0,2.0,British Columbia,Division 1,Men,Division 1 Men
4,6,Matthew Wood,,Dump,Elementary School (K),"6'9""",,,,,British Columbia,Division 1,Men,Division 1 Men
5,8,Zachary Wong,,,,,,,,,British Columbia,Division 1,Men,Division 1 Men
6,9,Ian Holzman,,Defense (Cutter),,,1.0,1.0,,1.0,British Columbia,Division 1,Men,Division 1 Men
7,10,Rex Yuen,,Cutter,Elementary School (K),,1.0,26.0,2.0,18.0,British Columbia,Division 1,Men,Division 1 Men
8,11,Justin Podnar,H,Handler/Cutter,College (SO),,17.0,10.0,3.0,6.0,British Columbia,Division 1,Men,Division 1 Men
9,13,Sunny Wong,,Defense (Cutter),,"3'0""",,1.0,,,British Columbia,Division 1,Men,Division 1 Men
10,14,Davis Toth,,,,,3.0,2.0,2.0,2.0,British Columbia,Division 1,Men,Division 1 Men
11,15,Duncan Nichols,,Defense (Cutter),,,,,,,British Columbia,Division 1,Men,Division 1 Men
12,16,Justin Luna,,Dump,,"2'1""",1.0,3.0,1.0,1.0,British Columbia,Division 1,Men,Division 1 Men
13,17,Ryan Graves,,,,,1.0,,1.0,2.0,British Columbia,Division 1,Men,Division 1 Men
14,19,Jake Yuen,,,Elementary School (K),"10'11""",2.0,2.0,5.0,4.0,British Columbia,Division 1,Men,Division 1 Men
15,25,Bryn McColl,H,,,,8.0,2.0,2.0,,British Columbia,Division 1,Men,Division 1 Men
16,31,Graeme Hanks,,,,,,,,,British Columbia,Division 1,Men,Division 1 Men
17,32,Miles Wong,,Handler/Cutter,,,8.0,4.0,2.0,8.0,British Columbia,Division 1,Men,Division 1 Men
18,37,Eli Bryan,H,Handler,,,1.0,,,,British Columbia,Division 1,Men,Division 1 Men
19,71,Edward Ross-Zhu,,,,,3.0,,1.0,4.0,British Columbia,Division 1,Men,Division 1 Men
20,72,Wesley Wong,,,,,,,,,British Columbia,Division 1,Men,Division 1 Men
21,73,Angus Chan,,,,,,,,,British Columbia,Division 1,Men,Division 1 Men
22,95,Colin Wu,H,Deep,College (FR),"6'4""",1.0,4.0,,8.0,British Columbia,Division 1,Men,Division 1 Men
0,0,Cullen Baker,,Handler,College (JR),"6'0""",3.0,3.0,1.0,3.0,Carleton College,Division 1,Men,Division 1 Men
1,1,Ian Rock-Jones,,Handler,High School (12th Grade),"6'0""",,,,,Carleton College,Division 1,Men,Division 1 Men
2,2,Jonah Barry,,,,,2.0,,1.0,,Carleton College,Division 1,Men,Division 1 Men
3,3,Tiarnan Babcock O’Neill,,Mid,High School (12th Grade),"7'11""",4.0,2.0,1.0,2.0,Carleton College,Division 1,Men,Division 1 Men
4,5,Max Posner,,,,,1.0,1.0,1.0,1.0,Carleton College,Division 1,Men,Division 1 Men
5,6,Will Troop,,Defense (Cutter),College (FR),"6'4""",,3.0,4.0,,Carleton College,Division 1,Men,Division 1 Men
6,7,Jasper Priest,,,,,,2.0,1.0,2.0,Carleton College,Division 1,Men,Division 1 Men
7,10,Tej Murthy,H,Handler/Cutter,High School (11th Grade),"6'2""",5.0,4.0,,7.0,Carleton College,Division 1,Men,Division 1 Men
8,11,Ryan duSaire,,,,,7.0,2.0,7.0,1.0,Carleton College,Division 1,Men,Division 1 Men
9,12,Thomas Shope,,,,,6.0,2.0,,2.0,Carleton College,Division 1,Men,Division 1 Men
10,13,Nathan Parker,,Dump,Elementary School (4th grade),,2.0,1.0,2.0,2.0,Carleton College,Division 1,Men,Division 1 Men
11,14,Fin Fuhrmann,H,,Elementary School (3rd grade),"7'3""",5.0,6.0,,2.0,Carleton College,Division 1,Men,Division 1 Men
12,15,Benjamin Scott-Lewis,,,,,1.0,1.0,,2.0,Carleton College,Division 1,Men,Division 1 Men
13,17,Leo Cogan-Drew,H,,,,,,,,Carleton College,Division 1,Men,Division 1 Men
14,22,Declan Miller,,Handler,College (SO),"5'11""",12.0,18.0,4.0,7.0,Carleton College,Division 1,Men,Division 1 Men
15,23,Bobby Eleveld,,,,,,1.0,3.0,2.0,Carleton College,Division 1,Men,Division 1 Men
16,24,Sam Elliott,,,,,5.0,1.0,2.0,1.0,Carleton College,Division 1,Men,Division 1 Men
17,27,Adam Rothman,,,,,,,,,Carleton College,Division 1,Men,Division 1 Men
18,28,Axel Olson,,Handler,High School (12th Grade),"5'10""",3.0,17.0,2.0,5.0,Carleton College,Division 1,Men,Division 1 Men
19,29,Daniel Chen,,,,,9.0,3.0,1.0,3.0,Carleton College,Division 1,Men,Division 1 Men
20,31,Nathan De Morgan,,Handler/Cutter,High School (12th Grade),"5'10""",10.0,20.0,2.0,5.0,Carleton College,Division 1,Men,Division 1 Men
21,33,Vivek Manchala,H,,,,,,,,Carleton College,Division 1,Men,Division 1 Men
22,35,Nobi (Masao) Lorenz,,,,,4.0,1.0,,,Carleton College,Division 1,Men,Division 1 Men
23,39,Nathan Kallin,,,,,1.0,1.0,,1.0,Carleton College,Division 1,Men,Division 1 Men
24,44,George Lefkowicz,H,,,,,,,,Carleton College,Division 1,Men,Division 1 Men
25,45,Quinn Lander,,,,,1.0,,,,Carleton College,Division 1,Men,Division 1 Men
26,50,Colin Brown,,,,,3.0,,1.0,1.0,Carleton College,Division 1,Men,Division 1 Men
27,64,Leo Xiao,,Handler,College (FR),"5'8""",2.0,4.0,4.0,6.0,Carleton College,Division 1,Men,Division 1 Men
28,84,Charles Bitler,,,,,13.0,4.0,3.0,7.0,Carleton College,Division 1,Men,Division 1 Men
29,88,Alden Harcourt,,,,,,,,1.0,Carleton College,Division 1,Men,Division 1 Men
30,95,Ellis Newhouse,,,,,6.0,8.0,1.0,3.0,Carleton College,Division 1,Men,Division 1 Men
31,99,Julian Walston,,,,,,,,,Carleton College,Division 1,Men,Division 1 Men
0,0,Thomas Harley,H,,College (FR),"5'11""",5.0,,4.0,2.0,North Carolina,Division 1,Men,Division 1 Men
1,1,Andrew Fan,,Cutter,High School (9th Grade),"6'0""",,,,,North Carolina,Division 1,Men,Division 1 Men
2,2,Elijah Danley,,,,,,,,,North Carolina,Division 1,Men,Division 1 Men
3,3,Aaron Wei,,,,"5'7""",2.0,2.0,,,North Carolina,Division 1,Men,Division 1 Men
4,4,Samuel Redinbo,,Mid,Elementary School (1st grade),"6'2""",1.0,1.0,3.0,,North Carolina,Division 1,Men,Division 1 Men
5,5,Arjun Deshmukh,,,,,,,,,North Carolina,Division 1,Men,Division 1 Men
6,6,Watkins Parker,,,,,6.0,,,,North Carolina,Division 1,Men,Division 1 Men
7,7,Eli Fried,,Cutter,College (SR),"5'11""",5.0,4.0,2.0,7.0,North Carolina,Division 1,Men,Division 1 Men
8,8,Hayden Naylor,,,,,1.0,,,,North Carolina,Division 1,Men,Division 1 Men
9,9,Keller Fraley,,,,,,,1.0,1.0,North Carolina,Division 1,Men,Division 1 Men
10,10,Ben Dameron,H,Mid,College (SR),"6'0""",7.0,26.0,4.0,4.0,North Carolina,Division 1,Men,Division 1 Men
11,11,Alex Fiordalisi,,Handler,Middle School (8th Grade),"5'10""",4.0,,,1.0,North Carolina,Division 1,Men,Division 1 Men
12,12,Max Goetz,H,Dump,Elementary School (K),"6'9""",4.0,1.0,3.0,1.0,North Carolina,Division 1,Men,Division 1 Men
13,13,Daniel Zhang,,,,,2.0,4.0,,1.0,North Carolina,Division 1,Men,Division 1 Men
14,14,Bodhi Harmony,H,Handler/Cutter,College (FR),"6'2""",,,1.0,2.0,North Carolina,Division 1,Men,Division 1 Men
15,15,Seth Fried,,,Elementary School (K),"5'8""",9.0,11.0,1.0,5.0,North Carolina,Division 1,Men,Division 1 Men
16,16,Brian Trowbridge,H,Dump,,"5'8""",6.0,4.0,1.0,5.0,North Carolina,Division 1,Men,Division 1 Men
17,17,Theodore Aspinwall,H,,,,,,,,North Carolina,Division 1,Men,Division 1 Men
18,18,Jake Schwartz,,,,,3.0,,2.0,,North Carolina,Division 1,Men,Division 1 Men
19,19,Frederick Huang,,Dump,Elementary School (4th grade),"8'2""",,,,1.0,North Carolina,Division 1,Men,Division 1 Men
20,20,Henry Holland,,Dump,College (JR),"5'6""",,,,,North Carolina,Division 1,Men,Division 1 Men
21,21,Josh Singleton,,Handler,High School (10th Grade),"6'3""",12.0,9.0,1.0,5.0,North Carolina,Division 1,Men,Division 1 Men
22,22,Addison Carnow,,,,,,,,,North Carolina,Division 1,Men,Division 1 Men
23,25,Min Lim,,,,,,1.0,1.0,,North Carolina,Division 1,Men,Division 1 Men
24,27,Jason Manning,H,Handler,High School (12th Grade),"6'4""",1.0,2.0,1.0,1.0,North Carolina,Division 1,Men,Division 1 Men
25,28,Cohen Sears,,,,,,,,,North Carolina,Division 1,Men,Division 1 Men
26,34,Noah Bush,,Cutter,College (FR),"6'0""",8.0,1.0,1.0,1.0,North Carolina,Division 1,Men,Division 1 Men
27,35,Matthew Barcellos,,,,,7.0,6.0,3.0,9.0,North Carolina,Division 1,Men,Division 1 Men
28,41,Jachym Zvelebil,,,,,2.0,,2.0,1.0,North Carolina,Division 1,Men,Division 1 Men
29,42,William Spykerman,,,,,,,,1.0,North Carolina,Division 1,Men,Division 1 Men
30,48,John Sowinski,,,,,,,,,North Carolina,Division 1,Men,Division 1 Men
31,51,Kevin Pignone,,Dump,College (GR),"5'9""",3.0,15.0,1.0,1.0,North Carolina,Division 1,Men,Division 1 Men
32,80,John Riley,,Handler,Middle School (6th Grade),"10'11""",,,,,North Carolina,Division 1,Men,Division 1 Men
33,87,Dov Bearman,,,,,,,,,North Carolina,Division 1,Men,Division 1 Men
34,88,Henry Chen,,,,,,,,,North Carolina,Division 1,Men,Division 1 Men
0,0,Javier Gonzalez-Recober,,,College (FR),"5'11""",2.0,1.0,,,Penn State,Division 1,Men,Division 1 Men
1,1,Connor Matheson,,,,,10.0,4.0,2.0,1.0,Penn State,Division 1,Men,Division 1 Men
2,2,Sean Brown,,Handler,,,2.0,,3.0,3.0,Penn State,Division 1,Men,Division 1 Men
3,3,Nathaniel Hodges,,Mid,Elementary School (K),"10'10""",,,,,Penn State,Division 1,Men,Division 1 Men
4,4,Zander Sachs,,,,,1.0,1.0,,1.0,Penn State,Division 1,Men,Division 1 Men
5,5,Nicholas Lutz,,Handler/Cutter,College (SO),"5'6""",,,,,Penn State,Division 1,Men,Division 1 Men
6,6,Enrique Montalvo,,,College (FR),"6'1""",,,,,Penn State,Division 1,Men,Division 1 Men
7,7,Evan Medrow,,Handler/Cutter,College (FR),"5'10""",1.0,,2.0,,Penn State,Division 1,Men,Division 1 Men
8,8,Aaron Crothers,,,,,,,,1.0,Penn State,Division 1,Men,Division 1 Men
9,9,Kyle Incollingo,,Mid,Elementary School (4th grade),"5'10""",1.0,4.0,,5.0,Penn State,Division 1,Men,Division 1 Men
10,10,Kelvin Lei,H,,,,2.0,,,1.0,Penn State,Division 1,Men,Division 1 Men
11,11,Jeremy Long,,Deep,Elementary School (4th grade),"8'1""",,,,4.0,Penn State,Division 1,Men,Division 1 Men
12,12,Aman Guruacharya,,Defense (Cutter),College (FR),"5'9""",,,,,Penn State,Division 1,Men,Division 1 Men
13,13,Evan Dagle,H,,,,,,,,Penn State,Division 1,Men,Division 1 Men
14,14,Ethan Pigeon,,Handler/Cutter,College (FR),"5'11""",5.0,12.0,4.0,5.0,Penn State,Division 1,Men,Division 1 Men
15,15,John Williams,,,,,9.0,,1.0,1.0,Penn State,Division 1,Men,Division 1 Men
16,16,Jeremy Mack,,,,,3.0,1.0,1.0,,Penn State,Division 1,Men,Division 1 Men
17,17,Alexander (Zander) Lutz,,Mid,College (JR),"6'0""",4.0,8.0,8.0,6.0,Penn State,Division 1,Men,Division 1 Men
18,18,Raffi Cannon,,Dump,College (GR),"9'5""",,,1.0,,Penn State,Division 1,Men,Division 1 Men
19,21,Evan Lutz,,Handler,High School (11th Grade),"5'0""",,,,,Penn State,Division 1,Men,Division 1 Men
20,23,Michael Maroon,H,Handler,Elementary School (5th grade),"4'4""",10.0,8.0,4.0,3.0,Penn State,Division 1,Men,Division 1 Men
21,24,Doug Hoyer,,,High School (12th Grade),"6'3""",6.0,12.0,,6.0,Penn State,Division 1,Men,Division 1 Men
22,27,Logan Piercy,,,,,9.0,5.0,7.0,2.0,Penn State,Division 1,Men,Division 1 Men
23,28,Dylan Connor,,Handler,Elementary School (1st grade),"10'11""",,,,,Penn State,Division 1,Men,Division 1 Men
24,29,Andrew Kelly,,,,,1.0,2.0,5.0,1.0,Penn State,Division 1,Men,Division 1 Men
25,47,Oliver Saunders,,,,,,,,,Penn State,Division 1,Men,Division 1 Men
26,51,Ethan Landis,,Handler,,,1.0,,,1.0,Penn State,Division 1,Men,Division 1 Men
27,54,Alex Mullen,,,,,9.0,19.0,3.0,19.0,Penn State,Division 1,Men,Division 1 Men
28,75,Luke Gochis,,Dump,College (SO),"6'2""",2.0,,1.0,,Penn State,Division 1,Men,Division 1 Men
29,81,Nicholas Marinelli,,,,,,,,,Penn State,Division 1,Men,Division 1 Men
0,1,Noah Stovitz,,,,,5.0,3.0,8.0,2.0,Washington University,Division 1,Men,Division 1 Men
1,2,Rohan Patel,,Mid,,,,,,,Washington University,Division 1,Men,Division 1 Men
2,3,Cameron Freeman,,Dump,Elementary School (K),"9'9""",14.0,5.0,2.0,3.0,Washington University,Division 1,Men,Division 1 Men
3,4,Jackson Freeman,,,,,1.0,1.0,1.0,,Washington University,Division 1,Men,Division 1 Men
4,5,Jacob Tindall,,,,,1.0,,,3.0,Washington University,Division 1,Men,Division 1 Men
5,6,Bennett Schwartz,,Dump,Elementary School (5th grade),"6'9""",5.0,10.0,1.0,4.0,Washington University,Division 1,Men,Division 1 Men
6,7,Campbell Tucker-Hill,,,,,1.0,,,,Washington University,Division 1,Men,Division 1 Men
7,8,Joel Brown,H,,,,1.0,5.0,,11.0,Washington University,Division 1,Men,Division 1 Men
8,9,Nicholas Jeschke,H,Mid,Elementary School (K),"9'3""",,6.0,2.0,7.0,Washington University,Division 1,Men,Division 1 Men
9,11,Michael Coyne,,Mid,,,2.0,,,,Washington University,Division 1,Men,Division 1 Men
10,12,Eddie Zhao,,,,,,,,,Washington University,Division 1,Men,Division 1 Men
11,13,Mitchell O'Keefe,,Dump,Elementary School (K),"9'3""",5.0,8.0,,5.0,Washington University,Division 1,Men,Division 1 Men
